FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,terrain,etablissment_tutelle_autre,sport,terrain_sport,geometry
_mview_general_terrains_sport.fid--830921d_193db4998a0_-117,Kara,Doufelgou,Doufelgou 1,Baga,Koulinte,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.0861481384507958 9.791630271671913, 1.0858963588106494 9.79093555761471, 1.0864444637195836 9.790727524825746, 1.0867252948566701 9.7914279649811, 1.0861481384507958 9.791630271671913)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-116,Kara,Kéran,Kéran 2,Ossacré,Ossacre,Dans une école,Nsp,2,{Football},"MULTIPOLYGON (((0.7171648101663272 10.0697202493355, 0.7171824834521383 10.068467371909472, 0.7180926576714176 10.068458671354781, 0.7180396378139839 10.069772452456009, 0.7171648101663272 10.0697202493355)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-115,Kara,Kéran,Kéran 2,Ossacré,Ossacre,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((0.7218383333333332 10.069373333333335, 0.7226716666666667 10.068951666666667, 0.7219933333333334 10.067803333333334, 0.72141 10.068463333333334, 0.7218383333333332 10.069373333333335)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-114,Kara,Kéran,Kéran 2,Ossacré,Ossacre,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((0.7196466666666667 10.070106666666668, 0.71924 10.07019, 0.71924 10.07019, 0.71924 10.07019, 0.71924 10.07019, 0.71924 10.07019, 0.719075 10.06933, 0.7195250000000001 10.069288333333333, 0.7196466666666667 10.070106666666668)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-113,Kara,Kéran,Kéran 2,Ossacré,Kpelenga,Dans une école,Nsp,2,"{Football,Basketball}","MULTIPOLYGON (((0.7498706075564294 10.09611733704947, 0.7500158639411816 10.096944290078543, 0.7503695316605776 10.096841698276881, 0.7502495372557827 10.096132881298939, 0.7498706075564294 10.09611733704947)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-112,Kara,Kéran,Kéran 1,Pessidè,Pangouda,Dans une école,Nsp,2,"{Football,autre}","MULTIPOLYGON (((0.817805 10.015151666666666, 0.8177749999999999 10.01573, 0.8185316666666667 10.015475, 0.8184616666666666 10.015080000000001, 0.8178089277011322 10.01515618315081, 0.817805 10.015151666666666)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-111,Kara,Kéran,Kéran 2,Ossacré,Ossacre,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((0.7102533333333334 10.071936666666666, 0.7111116666666667 10.071808333333333, 0.7111116666666667 10.071806666666667, 0.7111433333333333 10.072406666666666, 0.710285 10.072470000000001, 0.7102533333333334 10.071936666666666)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-110,Kara,Kéran,Kéran 2,Ossacré,Nsp,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((0.79922 10.019965000000001, 0.7984749999999999 10.020146666666667, 0.7986016666666667 10.020503333333332, 0.7992983065257541 10.020338264795406, 0.79922 10.019965000000001)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-10f,Kara,Kéran,Kéran 2,Ossacré,Kankampoukyo,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((0.7844116666666667 10.032495, 0.7839283333333333 10.032641666666667, 0.7839283333333333 10.032646666666666, 0.7838316666666666 10.032433333333334, 0.78424 10.032225, 0.7844116666666667 10.032495)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-10e,Kara,Kéran,Kéran 2,Ossacré,Nande,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((0.7536866666666667 10.048585000000001, 0.7529533333333334 10.048913333333333, 0.7526683333333334 10.048083333333333, 0.7532983333333333 10.047808333333334, 0.7536866666666667 10.048585000000001)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-10d,Kara,Kéran,Kéran 2,Ossacré,Ossacre Zongo,Dans une école,Nsp,2,"{Atheltisme,Football}","MULTIPOLYGON (((0.715194244227018 10.064346071616116, 0.7161509293913302 10.064110580579158, 0.7161322441342147 10.06359912289158, 0.7151606107642103 10.063808857437015, 0.715194244227018 10.064346071616116)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-10c,Kara,Doufelgou,Doufelgou 1,Massédéna,Nsp,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.2888277333725742 10.002354791771614, 1.2892364433326091 10.0022724626616, 1.2890367327839558 10.001476613522485, 1.2886419561180131 10.001568090534194, 1.2888277333725742 10.002354791771614)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-10b,Kara,Doufelgou,Doufelgou 1,Massédéna,Nsp,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.2334770524499796 9.91834680473477, 1.2333334229600756 9.918397738551558, 1.233197453709633 9.918146842266367, 1.233325762720614 9.91809024909278, 1.2334770524499796 9.91834680473477)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-10a,Kara,Doufelgou,Doufelgou 1,Massédéna,Nsp,Dans une école,Nsp,0,{Football},"MULTIPOLYGON (((1.2646429194018802 9.931735786729128, 1.2648116588517713 9.932314445730315, 1.2643741862039064 9.932412940777535, 1.2642491940188028 9.931803502197027, 1.2646429194018802 9.931735786729128)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-109,Kara,Doufelgou,Doufelgou 1,Koka,Nsp,Dans une école,Nsp,2,"{Basketball,Atheltisme}","MULTIPOLYGON (((1.180450376098547 9.781074994049412, 1.1803936543139897 9.781656982871228, 1.1795228080922595 9.781564916910776, 1.1796062224813142 9.78098292792774, 1.180450376098547 9.781074994049412)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-108,Kara,Doufelgou,Doufelgou 1,Koka,Koka,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.1250969469437297 9.788318018901817, 1.1253620225547347 9.788298095586384, 1.1255934021134928 9.78817412826351, 1.1256495622005702 9.788003673119, 1.125256441591029 9.787027428333365, 1.1249936123835074 9.7870008638093, 1.1247802040526136 9.787102694473345, 1.1246252022122802 9.787275363788853, 1.1250969469437297 9.788318018901817)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-107,Kara,Doufelgou,Doufelgou 1,Koka,Yatini,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.1190907251349291 9.777776602585918, 1.1187593691974418 9.778694030555956, 1.11820710930163 9.778557971483, 1.1185226863849511 9.777656092791577, 1.1190907251349291 9.777776602585918)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-106,Kara,Doufelgou,Doufelgou 3,Léon,Aworo,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.0181799902656998 9.665423265561119, 1.0182159670625655 9.665050871251184, 1.0174856380861876 9.664962205878536, 1.0174784427268144 9.665362973177, 1.0181799902656998 9.665423265561119)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-105,Kara,Doufelgou,Doufelgou 3,Léon,Misseouta,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((0.9096416666666667 9.701856666666666, 0.9089502747887692 9.701831564733302, 0.9089436901042177 9.702694801576015, 0.9096350819821151 9.702720763551879, 0.9096416666666667 9.701856666666666)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-104,Kara,Doufelgou,Doufelgou 3,Léon,Houkada,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((0.8982181399530099 9.684447968311016, 0.8978806998720198 9.684776334925463, 0.8985858631181912 9.685352041850962, 0.8989146508894124 9.684981030834301, 0.8982181399530099 9.684447968311016)))"
