FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,terrain,etablissment_tutelle_autre,sport,terrain_sport,geometry
_mview_general_terrains_sport.fid--830921d_193db4998a0_-379,Centrale,Tchamba,Tchamba 2,Koussountou,Ababile,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.4678178480208912 8.802974865706945, 1.468539563079676 8.803054577803321, 1.4686839060914332 8.802219697626116, 1.4679664364153464 8.802119008432218, 1.4678178480208912 8.802974865706945)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-378,Centrale,Tchamba,Tchamba 3,Balanka,Medina,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.6073950000000001 8.874038333333335, 1.6068916666666666 8.874096666666667, 1.6068916666666666 8.874096666666667, 1.6067366666666667 8.873600000000001, 1.607205 8.8735, 1.6073950000000001 8.874038333333335)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-377,Centrale,Tchamba,Tchamba 3,Balanka,Balabassoul,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.6144360926016381 8.855083574616602, 1.6146324756674286 8.85499548565987, 1.6145703110693472 8.85487491204209, 1.6143734590222476 8.854963147161065, 1.6144344430603155 8.855083206701869, 1.6144360926016381 8.855083574616602)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-376,Centrale,Tchamba,Tchamba 3,Balanka,Dogode,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.6234216666666668 8.789236666666666, 1.6239799999999998 8.789135, 1.6239799999999998 8.789135, 1.6241533333333331 8.789928333333334, 1.6236155052905672 8.790020906563512, 1.6234216666666668 8.789236666666666)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-375,Centrale,Tchamba,Tchamba 3,Balanka,Parempa,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.6193250000000001 8.866368333333332, 1.6193166666666665 8.867078333333334, 1.6196563652971323 8.867070065367795, 1.6196995980906141 8.866364111596818, 1.6193346396945059 8.866347190939576, 1.6193250000000001 8.866368333333332)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-374,Centrale,Tchamba,Tchamba 3,Goubi,Hezoude,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.4718247758683431 8.710475219101726, 1.47238405895156 8.710434534461601, 1.4723646898404532 8.71014495542462, 1.4718175124516777 8.710168887584938, 1.4718247758683431 8.710475219101726)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-373,Centrale,Tchamba,Tchamba 3,Goubi,Kidjan 1,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.4701897801112687 8.714135054320241, 1.4700855289208992 8.713600907236025, 1.4700855289208992 8.713600907236025, 1.470436539809575 8.71354040203146, 1.4705302122123898 8.71409509809703, 1.4701897801112687 8.714135054320241)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-372,Centrale,Tchamba,Tchamba 3,Goubi,Nsp,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.4744819597583139 8.754235192981932, 1.4749145925193907 8.753977845432653, 1.474954651108379 8.753954090265285, 1.4753832780105571 8.7547815610349, 1.474902574942694 8.75505870394346, 1.4744819597583139 8.754235192981932)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-371,Centrale,Tchamba,Tchamba 3,Goubi,Akpana,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.4400683333333333 8.63895, 1.4400766666666667 8.638948333333333, 1.4400766666666667 8.638945, 1.439795 8.638126666666667, 1.4397220942168487 8.638157481596151, 1.4392500000000001 8.638246666666667, 1.4395312892339525 8.639066543223073, 1.4395312892339525 8.639066543223073, 1.4400683333333333 8.63895)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-370,Centrale,Tchamba,Tchamba 3,Goubi,Goubi2,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.4797550000000002 8.654126666666667, 1.4801333333333333 8.65412, 1.4800866666666668 8.653308333333333, 1.4796984668048343 8.653308673292589, 1.4797550000000002 8.654126666666667)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-36f,Centrale,Tchamba,Tchamba 3,Goubi,Kpatakpani,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.4641976063643025 8.659917705766865, 1.4646134217331808 8.659903679590617, 1.4645686751974225 8.659117133947271, 1.464148855857651 8.659140956440421, 1.4641976063643025 8.659917705766865)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-36e,Centrale,Tchamba,Tchamba 3,Goubi,Kpatakpani,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.4648160075811412 8.658844653201847, 1.4652095506846712 8.658873625575959, 1.4652367637716175 8.658310733336718, 1.4648495006112288 8.658279691460786, 1.4648160075811412 8.658844653201847)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-36d,Centrale,Tchamba,Tchamba 3,Goubi,Alinde,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.435478749208297 8.601522518490965, 1.4359057936918485 8.601538655099322, 1.4359465941202134 8.60102766216751, 1.435549469950797 8.600979252275064, 1.435478749208297 8.601522518490965)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-36c,Centrale,Tchamba,Tchamba 3,Goubi,Kpeleville,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.4269016666666665 8.574173333333333, 1.4265066666666666 8.574501666666666, 1.4260016666666668 8.573961666666666, 1.426505 8.57357, 1.4269016666666665 8.574173333333333)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-36b,Centrale,Tchamba,Tchamba 3,Goubi,L'ring,Dans une école,Nsp,3,{Football},"MULTIPOLYGON (((1.4191533333333333 8.564756666666666, 1.418715 8.564996666666667, 1.4190457820481708 8.565772205011774, 1.4194883163546272 8.565563420668337, 1.4191560413796118 8.56476462610449, 1.4191533333333333 8.564756666666666)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-36a,Centrale,Tchamba,Tchamba 3,Goubi,Obossou Cope,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.500261472691627 8.690258624927843, 1.5002962470361254 8.690051725559018, 1.499973436140025 8.690058211434383, 1.4999727800203173 8.69026770514831, 1.500261472691627 8.690258624927843)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-369,Centrale,Tchamba,Tchamba 3,Goubi,Bila,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.5302870790998209 8.674562317335832, 1.530495626487886 8.67411916553523, 1.5298017678883413 8.67385520095333, 1.5296107618693657 8.674282939087679, 1.5302870790998209 8.674562317335832)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-368,Centrale,Tchamba,Tchamba 3,Goubi,Gominade,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.5161457859855816 8.662207060071564, 1.516515512876721 8.662353998567907, 1.516914966553078 8.661573387148469, 1.5165526713582422 8.661393387108944, 1.5161457859855816 8.662207060071564)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-367,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,Kadambara,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.1683399752042645 8.944978560137647, 1.1689884360052456 8.944767764063576, 1.1688019776279668 8.943803830946251, 1.168170090904966 8.943983929047409, 1.1683399752042645 8.944978560137647)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-366,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,Kadambara,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.1684816666666666 8.952198333333333, 1.16816 8.951285, 1.16751 8.951523333333334, 1.1678316666666668 8.952491666666667, 1.1684583333333334 8.9522, 1.1684816666666666 8.952198333333333)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-365,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,Bourekoufouloumdè,Dans une école,Nsp,2,"{Football,autre}","MULTIPOLYGON (((1.1576866666666668 8.960995, 1.15807 8.961346666666666, 1.1577416666666667 8.961636666666667, 1.1573816666666665 8.961273333333333, 1.1576866666666668 8.960995)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-364,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,Kadambara ,Dans une école,Nsp,4,"{Football,Atheltisme}","MULTIPOLYGON (((1.1681314039319588 8.943981676520982, 1.1687790711732 8.943862020720248, 1.1689434599958812 8.944781415811946, 1.1682919308028548 8.94489305595245, 1.1681314039319588 8.943981676520982)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-363,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,Kadambara,Dans une école,Nsp,4,"{Football,Atheltisme}","MULTIPOLYGON (((1.1684599999999998 8.95217761619803, 1.168188054975911 8.951211502181195, 1.1675039242202427 8.951472907349197, 1.167820956298097 8.95240600497165, 1.1684599999999998 8.95217761619803)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-362,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,Kilizi,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.1726750146824827 8.935819862905909, 1.1732471808937515 8.935711482981091, 1.1733874449406885 8.936627909683677, 1.1728749951058386 8.936717082817614, 1.1726750146824827 8.935819862905909)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-361,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,Filandi Somou,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.1593048562030324 8.915136085487028, 1.1596590989014117 8.9151374687403, 1.159622694513436 8.914653329775218, 1.159307656540569 8.914656096285412, 1.1593048562030324 8.915136085487028)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-360,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,Birini,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.1840861347449478 8.950719861749395, 1.184775529483848 8.950559086079457, 1.1849836267153204 8.951513403479384, 1.1843314337161248 8.951664991572406, 1.1840861347449478 8.950719861749395)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-35f,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,Aou Mono,Dans une école,Nsp,4,{Football},"MULTIPOLYGON (((1.2265316666666666 8.717535, 1.2264416666666667 8.718351666666667, 1.225905 8.718281666666666, 1.2259533333333332 8.717424999999999, 1.2265316666666666 8.717535)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-35e,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,Aou Mono,Dans une école,Nsp,3,{Football},"MULTIPOLYGON (((1.2263333333333333 8.70768, 1.2258883333333332 8.707705, 1.2258766666666667 8.707291666666666, 1.2262816666666665 8.70729, 1.2263333333333333 8.70768)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-35d,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,Aou Mono,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.2390166666666667 8.688903333333334, 1.23958 8.688931666666667, 1.2396 8.688276666666667, 1.2390424916945908 8.688242092582508, 1.2390166666666667 8.688903333333334)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-35c,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,Aou Mono,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.2268305569283358 8.702189530044565, 1.2269805383049188 8.702451156082844, 1.2265070676847236 8.702680805454632, 1.2263629679307513 8.702416272621639, 1.2268305569283358 8.702189530044565)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-35b,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,Taworeda,Dans une école,Nsp,3,"{Football,autre}","MULTIPOLYGON (((1.183695 8.808841666666666, 1.18346 8.807993333333334, 1.18401 8.807826666666667, 1.1843366666666666 8.808691666666666, 1.183695 8.808841666666666)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-35a,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,Kpakparakpade,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.2053307053958255 8.753963536457075, 1.2058727869495462 8.75302257581738, 1.2051164887509223 8.752693567860538, 1.2046696945129516 8.75359153411453, 1.2053160377903138 8.753926574621453, 1.2053307053958255 8.753963536457075)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-359,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,Kedjebi ,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.2220751530906506 8.809861887691605, 1.2225119947714518 8.809689212516187, 1.2222049574758027 8.80893684116774, 1.2217631233186494 8.809107049901886, 1.2220751530906506 8.809861887691605)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-358,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,Koloma,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.1865141783877233 8.8651229362211, 1.1857739876057094 8.865226075077592, 1.185677193426523 8.864654122872079, 1.1864059966580442 8.864534106558544, 1.1865141783877233 8.8651229362211)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-357,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,Aou Mono,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.2263486770697074 8.702271920151416, 1.2263840691999426 8.702644506936574, 1.2270211275441767 8.702656751566412, 1.2270075109402951 8.702256191696145, 1.2263486770697074 8.702271920151416)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-356,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,Aou Mono,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.2248739438852148 8.707717531474843, 1.2249447694885003 8.708226689180863, 1.2258783797136223 8.708073941941825, 1.2258043347647338 8.707583877462183, 1.2248739438852148 8.707717531474843)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-355,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,Aou Mono,Dans une école,Nsp,3,"{Football,Atheltisme}","MULTIPOLYGON (((1.225911246875151 8.71835839475343, 1.2264839413428703 8.718405567850033, 1.2265260512302025 8.717636923122077, 1.2259252835042613 8.717606399291572, 1.225911246875151 8.71835839475343)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-354,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,Kpakparakpade,Dans une école,Nsp,1,"{Football,Atheltisme}","MULTIPOLYGON (((1.2047163842260882 8.75343859221618, 1.2052692750163576 8.753771378791631, 1.2057590329482226 8.752945084303512, 1.2051870109887395 8.752599061123854, 1.2047163842260882 8.75343859221618)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-353,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,Taworeda,Dans une école,Nsp,3,"{Football,Atheltisme}","MULTIPOLYGON (((1.1839467778188597 8.807794088439941, 1.1837395522803342 8.807798026552303, 1.183736563450452 8.808246971086957, 1.1839497666487426 8.808243032979373, 1.1839497666487426 8.808243032979373, 1.1839467778188597 8.807794088439941)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-352,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,Nsp,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.1865774337969255 8.848096031315107, 1.1867021292478186 8.848519758516389, 1.1874746327728638 8.848333438814212, 1.1873316892072054 8.8479006959162, 1.1865774337969255 8.848096031315107)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-351,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,Soboua,Dans une école,Nsp,1,"{Football,Atheltisme}","MULTIPOLYGON (((1.2117026273373994 8.823342222304554, 1.2115457413748194 8.822912140576218, 1.210685398999382 8.823317217566627, 1.2108827716619825 8.823742297881013, 1.2117026273373994 8.823342222304554)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-350,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,Koboworo,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.1608387282923895 8.880012733023445, 1.1605181924192254 8.880049920557937, 1.160549760346128 8.880697702811858, 1.1608727245213615 8.880692904429, 1.1608387282923895 8.880012733023445)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-34f,Centrale,Tchaoudjo,Tchaoudjo 4,Agouloudè,Kpaza,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.3416034687049279 9.224309402866274, 1.34179186662655 9.224712978926101, 1.3411424950669166 9.22496818119625, 1.3409741394773824 9.224558670487149, 1.3416034687049279 9.224309402866274, 1.3416034687049279 9.224309402866274)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-34e,Centrale,Tchaoudjo,Tchaoudjo 4,Agouloudè,Agbandaoude,Dans une école,Nsp,3,"{Football,Atheltisme,autre}","MULTIPOLYGON (((1.3685103865903163 9.257337120372854, 1.3689544266130413 9.257261460405436, 1.3687273442561425 9.25649914963647, 1.368315124691072 9.256581947515368, 1.3685074938214388 9.25734854074388, 1.3685103865903163 9.257337120372854)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-34d,Centrale,Tchaoudjo,Tchaoudjo 4,Agouloudè,Nsp,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.3494233333333334 9.093806666666667, 1.3496316666666668 9.094405, 1.3492 9.094523333333333, 1.3489671981569864 9.09406616136217, 1.3494233333333334 9.093806666666667)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-34c,Centrale,Tchaoudjo,Tchaoudjo 4,Agouloudè,Boudou-woro,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.373 9.100693333333334, 1.3732833333333334 9.100570000000001, 1.373405 9.101023333333334, 1.373145 9.101136666666667, 1.373 9.100693333333334)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-34b,Centrale,Tchaoudjo,Tchaoudjo 4,Agouloudè,Nsp,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.3254549999999998 9.117140000000001, 1.3248733333333333 9.117251666666668, 1.3249383333333333 9.117808333333333, 1.3255266666666667 9.11772, 1.3254549999999998 9.117140000000001)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-34a,Centrale,Tchaoudjo,Tchaoudjo 4,Agouloudè,Talawoure,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.32751 9.127696666666667, 1.3279600383619752 9.128560719906837, 1.3273773994112035 9.128870169838807, 1.3269032518512653 9.127985459704272, 1.32751 9.127696666666667)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-349,Centrale,Tchamba,Tchamba 3,Kaboli,Kaboli,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.5853839572407882 8.752727422372098, 1.5849119353603407 8.753062222400846, 1.5856005319859345 8.754253229897362, 1.5861614050438781 8.753923919450141, 1.5853839572407882 8.752727422372098)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-348,Centrale,Tchamba,Tchamba 3,Kaboli,Takete,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.5863237893415285 8.749427737131487, 1.5867435911321979 8.749258162494797, 1.5865428163627477 8.74870073043205, 1.5861230145720786 8.748877521273716, 1.5863237893415285 8.749427737131487)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-347,Centrale,Tchamba,Tchamba 3,Kaboli,Bjobore,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.5986216666666668 8.740658333333332, 1.5988683333333333 8.741595, 1.5988650000000002 8.741596666666668, 1.5993350000000002 8.741463333333334, 1.5992133333333332 8.74055, 1.5986216666666668 8.740658333333332)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-346,Centrale,Tchamba,Tchamba 3,Kaboli,Lompoe,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.5869466666666667 8.738631666666667, 1.5868433333333334 8.738466666666666, 1.5875316666666668 8.738053333333333, 1.5876353894469721 8.738241369712638, 1.5869466666666667 8.738631666666667)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-345,Centrale,Tchamba,Tchamba 3,Kaboli,Okedje,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.6076466427630343 8.741598200005694, 1.6080306947209302 8.741435315885504, 1.6076667051787454 8.74059115008715, 1.6072496935378955 8.740800775329644, 1.6076466427630343 8.741598200005694)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-344,Centrale,Tchamba,Tchamba 3,Kaboli,Lompoe,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.58647241545585 8.740029509803579, 1.586285428262229 8.739626610940617, 1.5868725680501994 8.739423313183883, 1.5870520757560758 8.739829908586461, 1.58647241545585 8.740029509803579)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-343,Centrale,Tchamba,Tchamba 3,Kaboli,Guinigui,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.5946733333333332 8.752418333333333, 1.59471 8.75203, 1.5953893337425076 8.75210158009943, 1.5953397454586353 8.752462478181558, 1.5946733333333332 8.752418333333333)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-342,Centrale,Tchamba,Tchamba 3,Kaboli,Atafa 2,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.5605399999999998 8.707826666666667, 1.56013 8.707911666666666, 1.56013 8.707911666666666, 1.5599383333333336 8.707033333333333, 1.5603382447935181 8.70691289193174, 1.5605399999999998 8.707826666666667)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-341,Centrale,Tchamba,Tchamba 3,Kaboli,Agbansikiti,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.6165216666666666 8.706496666666668, 1.6166483333333332 8.707391666666666, 1.6172789073401126 8.707275000299566, 1.6171133333333336 8.706473333333333, 1.6165216666666666 8.706496666666668)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-340,Centrale,Tchaoudjo,Tchaoudjo 1,Tchalo,Gborode,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.1517066666666667 8.942863333333333, 1.1515683333333333 8.943731666666668, 1.1515683333333333 8.943731666666668, 1.1515683333333333 8.943731666666668, 1.1510749999999998 8.943615, 1.1510749999999998 8.943611666666667, 1.1512083333333334 8.942786666666667, 1.1517066666666667 8.942863333333333)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-33f,Centrale,Tchaoudjo,Tchaoudjo 1,Kpangalam,Nsp,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.1600277288092413 8.991798919412197, 1.1598517435096354 8.992462604970026, 1.1607236706758655 8.992596922137281, 1.1608516599846697 8.991941137848434, 1.1600277288092413 8.991798919412197)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-33e,Centrale,Tchaoudjo,Tchaoudjo 1,Tchalo,Adjorogo,Dans une école,Nsp,2,{Football},"MULTIPOLYGON (((1.1300370772974309 8.944253009574918, 1.1295111997323717 8.944517348140733, 1.1290807247344254 8.943724331867458, 1.1296601208127424 8.943446201113172, 1.1300370772974309 8.944253009574918)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-33d,Centrale,Tchaoudjo,Tchaoudjo 1,Tchalo,Bavile,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.1033495942802785 8.957238476938317, 1.1035362635172725 8.957243357923412, 1.1035345233183753 8.957503023180593, 1.1033506982848447 8.957503023180593, 1.1033495942802785 8.957238476938317)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-33c,Centrale,Tchaoudjo,Tchaoudjo 1,Tchalo,Kefiade,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.1128936266509528 8.931378428015089, 1.1126374233863245 8.930782050016367, 1.1135179380544147 8.930479496902574, 1.1138242040259245 8.931023510494354, 1.1128936266509528 8.931378428015089)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-33b,Centrale,Tchaoudjo,Tchaoudjo 1,Tchalo,Gborode,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.1515303892932265 8.943694201220508, 1.1516762973736063 8.942873483938978, 1.151157894546846 8.94278700329124, 1.1510325852542846 8.943614503549066, 1.1515303892932265 8.943694201220508)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-33a,Centrale,Tchaoudjo,Tchaoudjo 3,Aléhéridè,Semeide,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.197525 9.203371666666667, 1.1975550000000001 9.203765, 1.1969183333333333 9.203686666666666, 1.19689 9.203331666666665, 1.197525 9.203371666666667)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-339,Centrale,Tchaoudjo,Tchaoudjo 3,Aléhéridè,Tchatchalazide,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.20655 9.204755, 1.207225 9.204550000000001, 1.2069716666666668 9.203666666666667, 1.2062966666666666 9.203875, 1.20655 9.204755)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-338,Centrale,Tchaoudjo,Tchaoudjo 3,Aléhéridè,Dousside ,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.2212117080109017 9.183528110138564, 1.221045 9.182453333333333, 1.221045 9.182453333333333, 1.221045 9.182453333333333, 1.2216933333333333 9.18233, 1.2218149999999999 9.183308333333335, 1.2212117080109017 9.183528110138564)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-337,Centrale,Tchaoudjo,Tchaoudjo 3,Aléhéridè,Amondjode,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.2062676250959545 9.203879756561147, 1.2069039591223463 9.203659801218759, 1.2071567787018551 9.204556541371863, 1.2065418700635582 9.204742656967706, 1.2062676250959545 9.203879756561147)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-336,Centrale,Tchaoudjo,Tchaoudjo 3,Aléhéridè,Kpaïde,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.206322246144259 9.208367621258375, 1.2064003839197615 9.208816794493572, 1.2070507659923269 9.20873058957351, 1.2070048025949722 9.208315444532426, 1.206322246144259 9.208367621258375)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-335,Centrale,Tchaoudjo,Tchaoudjo 3,Aléhéridè,Kikimini,Dans une école,Nsp,2,"{Football,Atheltisme}","MULTIPOLYGON (((1.179244042638753 9.197727172661684, 1.179579635530322 9.197235686045358, 1.179153267512345 9.196931561388388, 1.1787571578698366 9.197260124622517, 1.179244042638753 9.197727172661684)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-334,Centrale,Tchaoudjo,Tchaoudjo 3,Kolina,Woroyo ,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.099985 9.071766666666667, 1.099825 9.07231, 1.0993766666666667 9.072258333333334, 1.0995109319167413 9.071631101212281, 1.099985 9.071766666666667)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-333,Centrale,Tchaoudjo,Tchaoudjo 3,Kolina,Koumoniade,Dans une école,Nsp,2,{Football},"MULTIPOLYGON (((1.136699908660334 9.068902215499799, 1.1373849966169096 9.068913490899899, 1.1373751274155726 9.068014519946816, 1.1367077822811091 9.068044229170178, 1.136699908660334 9.068902215499799)))"
_mview_general_terrains_sport.fid--830921d_193db4998a0_-332,Centrale,Tchaoudjo,Tchaoudjo 3,Kolina,Koumoniade,Dans une école,Nsp,1,{Football},"MULTIPOLYGON (((1.135584265672614 9.070271464249812, 1.1358491133052562 9.07030882652042, 1.135918963230349 9.069771384253373, 1.1356715780789801 9.069762762178359, 1.135584265672614 9.070271464249812)))"
