FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,batiment_nom,batiment_fonction,batiment_annee,geometry
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5431,Maritime,Zio,Zio 3,Gamé-Sèva,Bâtiment 4,Salle de classe,2016,"MULTIPOLYGON (((1.23603540484194 6.6707232376919094, 1.23617179674106 6.670743106411359, 1.2361877091292903 6.67066092215748, 1.2360444976352103 6.6706410534346885, 1.23603540484194 6.6707232376919094)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5432,Maritime,Zio,Zio 3,Gamé-Sèva,Bâtiment 8,Salle de classe,1998,"MULTIPOLYGON (((1.2320096637267406 6.669448670840964, 1.2320868111982697 6.669450267203317, 1.232093240154231 6.669494965347027, 1.2320048420097707 6.6694973598903236, 1.2320096637267406 6.669448670840964)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5433,Maritime,Zio,Zio 3,Gamé-Sèva,Bâtiment 3,Non fonctionnel,1999,"MULTIPOLYGON (((1.2354878032171874 6.670810144743576, 1.2355218177396472 6.670811698042092, 1.2355237725972594 6.670729761538671, 1.2354909309893685 6.670726654941115, 1.2354878032171874 6.670810144743576)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5434,Maritime,Zio,Zio 3,Gamé-Sèva,Bâtiment 2,Salle de classe,1999,"MULTIPOLYGON (((1.2354807348938426 6.67068365386888, 1.235478397980891 6.670615181633709, 1.235587064433122 6.670631429283597, 1.2355812221507436 6.670691777692756, 1.2354807348938426 6.67068365386888)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5435,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 4,Vente de nourriture,2018,"MULTIPOLYGON (((1.198168672667211 6.615980020341884, 1.1982587987078523 6.615970560232234, 1.1982531006460742 6.615929996061488, 1.1981633561730705 6.615938486237036, 1.198168672667211 6.615980020341884)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5436,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 3,Salle de classe,2017,"MULTIPOLYGON (((1.198128333333333 6.615711666666667, 1.198048985960963 6.615707807103551, 1.198051378386721 6.61586049689123, 1.1981279360110084 6.615858714520441, 1.198128333333333 6.615711666666667)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5437,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 2,Salle de classe,1954,"MULTIPOLYGON (((1.1789823700255697 6.63656552588294, 1.1789688600056807 6.636462004075821, 1.1789688600056807 6.636462004075821, 1.1786951636705998 6.636546216968539, 1.1787347483795296 6.636634685749459, 1.1789823700255697 6.63656552588294)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5438,Maritime,Zio,Zio 3,Agbélouvé,Salle De Classe,Salle de classe,Nsp,"MULTIPOLYGON (((1.1791000000000005 6.63697833333333, 1.1790998728824902 6.637036730417621, 1.1789949537205007 6.637031034422269, 1.1789984604508401 6.63697540025323, 1.1791000000000005 6.63697833333333)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5439,Maritime,Zio,Zio 3,Agbélouvé,Salle De Classe,"Salle de classe, bureau",2017,"MULTIPOLYGON (((1.179400000000001 6.636749999999999, 1.1794791737853512 6.636747089157709, 1.179467524348761 6.636988648451791, 1.1793963087561294 6.63698561682175, 1.179400000000001 6.636749999999999)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_543a,Maritime,Zio,Zio 3,Agbélouvé,Hangar,N/a,2018,"MULTIPOLYGON (((1.1789666666666694 6.637029999999999, 1.1789682987748302 6.637066374650049, 1.1789170486237 6.63706258892078, 1.1789201851180198 6.63703219835317, 1.1789666666666694 6.637029999999999)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_543b,Maritime,Zio,Zio 3,Agbélouvé,Salle De Classes,Salle de classe,Nsp,"MULTIPOLYGON (((1.1667588902833006 6.685859893285399, 1.1667603637738706 6.685998922913411, 1.1663581008460602 6.68599745944384, 1.1663566273554797 6.68587599145487, 1.1667588902833006 6.685859893285399)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_543c,Maritime,Zio,Zio 3,Agbélouvé,Salle De Classes,Salle de classe,Nsp,"MULTIPOLYGON (((1.1668693847123202 6.686755643217, 1.1668693847123197 6.686904186015101, 1.1664689493647495 6.686861060691268, 1.1664617125813603 6.686781997587701, 1.1668693847123202 6.686755643217)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_543d,Maritime,Zio,Zio 3,Agbélouvé,Bureau,"Bureau, salle des professeurs",Nsp,"MULTIPOLYGON (((1.1670856204161004 6.685381237617169, 1.1670525338379403 6.68547117462536, 1.166955015502321 6.685415828776119, 1.1670107402655305 6.68532935087415, 1.1670856204161004 6.685381237617169)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_543e,Maritime,Zio,Zio 3,Agbélouvé,Salles De Classes,Salle de classe,Nsp,"MULTIPOLYGON (((1.16650518474862 6.68649334266315, 1.1665051847486192 6.68639035167016, 1.1668267598267998 6.686399609288399, 1.1668244295726091 6.686500285875379, 1.16650518474862 6.68649334266315)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_543f,Maritime,Zio,Zio 3,Agbélouvé,Principal,"Salle de classe, administration",1997,"MULTIPOLYGON (((1.1769858612911004 6.638738065355109, 1.1770536717324498 6.638357246099078, 1.17694282774178 6.638341702449721, 1.17689131788729 6.638723169369339, 1.1769858612911004 6.638738065355109)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5440,Maritime,Zio,Zio 3,Agbélouvé,Salles Des Professeurs,Salle des professeurs,2020,"MULTIPOLYGON (((1.1769951022522307 6.63878109154339, 1.1770145705704296 6.638772844549719, 1.1770357566814007 6.638777963373391, 1.1770494990236604 6.638793888602259, 1.1770520757128304 6.638814932653898, 1.1770443456453101 6.638832564155928, 1.177024018430729 6.63884194866482, 1.1770034049173392 6.63884194866482, 1.1769870858859102 6.63883540794652, 1.176979069519599 6.63882175775153, 1.1769750613364398 6.638802988732811, 1.17698078731238 6.63879019167417, 1.1769951022522307 6.63878109154339)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5441,Maritime,Zio,Zio 3,Agbélouvé,Salle De Classe,Salle de classe,Nsp,"MULTIPOLYGON (((1.1663287312521098 6.685285796521009, 1.1663171632949 6.68520537140181, 1.1661602728752807 6.685222605357039, 1.1661653338565605 6.685305902798739, 1.1663287312521098 6.685285796521009)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5442,Maritime,Zio,Zio 3,Agbélouvé,Nsp,Salle de classe,2016,"MULTIPOLYGON (((1.1769231185440605 6.63897751823959, 1.1770153067566897 6.639013349989279, 1.17703821066045 6.638957896089839, 1.1769443046550394 6.63892433936816, 1.1769231185440605 6.63897751823959)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5443,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment Principal,"Salle de classe, administration",Nsp,"MULTIPOLYGON (((1.1663351636025008 6.6852961054971205, 1.1667140142010304 6.6852508663701595, 1.16669666226521 6.68514746263565, 1.1663228726479598 6.685197010261169, 1.1663351636025008 6.6852961054971205)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5444,Maritime,Zio,Zio 3,Agbélouvé,Salle De Classe,Salle de classe,1974,"MULTIPOLYGON (((1.1661589721513599 6.68590182716724, 1.1662711117852793 6.685892857206699, 1.16621316043084 6.685374841706399, 1.1661092995618305 6.68541146908305, 1.1661589721513599 6.68590182716724)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5445,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 1,Salle de classe,2020,"MULTIPOLYGON (((1.1712433333333299 6.683561666666671, 1.1712583333333302 6.683724999999999, 1.1712916666666704 6.683721666666669, 1.1712916666666704 6.68357, 1.1712433333333299 6.683561666666671)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5446,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 2,Salle de classe,2021,"MULTIPOLYGON (((1.1711316666666702 6.683646666666669, 1.1710133333333297 6.683654999999999, 1.1709883333333293 6.683589999999999, 1.1711083333333308 6.68356333333333, 1.1711316666666702 6.683646666666669)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5447,Maritime,Zio,Zio 3,Agbélouvé,Hangar,N/a,2018,"MULTIPOLYGON (((1.1831673757980101 6.6147906476904295, 1.1832007690228306 6.61479202981244, 1.1832016966124101 6.614873575003949, 1.1831752603094299 6.61487265358944, 1.1831673757980101 6.6147906476904295)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5448,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 3,Salle de classe,2020,"MULTIPOLYGON (((1.1709592114781706 6.6838018197858196, 1.17095438168156 6.683652677562861, 1.1710039697370298 6.68365227350255, 1.17101187304058 6.68380185181394, 1.1709592114781706 6.6838018197858196)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5449,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 2,Salle de classe,2006,"MULTIPOLYGON (((1.1659735517760608 6.676689603549519, 1.1659934675378898 6.676583092109721, 1.1663213116172388 6.676613523952029, 1.1662998638737305 6.6767246001604, 1.1659735517760608 6.676689603549519)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_544a,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 1,Salle de classe,1912,"MULTIPOLYGON (((1.1658826321398807 6.676576947977388, 1.1658597357202507 6.6766694286133, 1.1655544501251403 6.67662243025953, 1.1655849786846513 6.676514788851618, 1.1658826321398807 6.676576947977388)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_544b,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 2,Salle de classe,2013,"MULTIPOLYGON (((1.1682558821156601 6.675258887911808, 1.1683137341804106 6.67527214788439, 1.1683048338627595 6.6751424948037394, 1.1682321479352404 6.675148388126329, 1.1682558821156601 6.675258887911808)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_544c,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 2,Salle de classe,2020,"MULTIPOLYGON (((1.1680440632908196 6.68351613222367, 1.1680405080361993 6.68347258206564, 1.1679308876851795 6.6834708165186205, 1.167929702600299 6.68351260112992, 1.1680440632908196 6.68351613222367)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_544d,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 2,Bureau,Nsp,"MULTIPOLYGON (((1.1642605818891303 6.678229954560691, 1.16424059839651 6.67811295638295, 1.1638872061060204 6.6781986157658295, 1.1639092931241803 6.6783135246705285, 1.1642605818891303 6.678229954560691)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_544e,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 1,"Salle de classe, bureau",Nsp,"MULTIPOLYGON (((1.16386263234953 6.67844629196787, 1.1641891299989306 6.67836425628807, 1.16421439469799 6.678449187344549, 1.1638840101718109 6.6785312230101095, 1.16386263234953 6.67844629196787)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_544f,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 1,Administration,Nsp,"MULTIPOLYGON (((1.1681416220992393 6.67570264708292, 1.1683221839794 6.67571606015001, 1.1683246848364608 6.67563309784027, 1.16814412295631 6.675623659013718, 1.1681416220992393 6.67570264708292)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5450,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 3,Salle de classe,2014,"MULTIPOLYGON (((1.1685956503764006 6.675229163071229, 1.168605989474621 6.675162414505318, 1.1683156331331093 6.675093954428271, 1.1683018476688307 6.6751559963735, 1.1685956503764006 6.675229163071229)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5451,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 2,Salle de classe,2020,"MULTIPOLYGON (((1.1712447844253202 6.683885586017969, 1.1712485108752602 6.683947495705209, 1.17100166666667 6.683943333333329, 1.1709997200146107 6.683880936435651, 1.1712447844253202 6.683885586017969)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5452,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 1,"Salle de classe, administration",Nsp,"MULTIPOLYGON (((1.1712144893899203 6.68414652465089, 1.1712014792771908 6.6839591602315895, 1.1712578564323584 6.683953417259751, 1.1712737576812502 6.684147960393289, 1.1712144893899203 6.68414652465089)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5453,Maritime,Zio,Zio 3,Agbélouvé,Eglise Baptiste Temple De La Victoire,Bâtiment religieux,2014,"MULTIPOLYGON (((1.1678277501415204 6.68381534992688, 1.167852371686009 6.68384512026347, 1.1680664720729108 6.68382704541647, 1.16805362604969 6.683679256936499, 1.16801936998779 6.683646296909698, 1.1678191861260396 6.683661182083369, 1.1678277501415204 6.68381534992688)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5454,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 1,Salle de classe,2021,"MULTIPOLYGON (((1.16779912134266 6.683521117930801, 1.1679194074575598 6.6835181753527015, 1.1679182223726903 6.683468151522412, 1.1677997138851 6.68346756300673, 1.16779912134266 6.683521117930801)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5455,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 3,N/a,Nsp,"MULTIPOLYGON (((1.1638479896721599 6.677997500610892, 1.1637680848704106 6.677896823374699, 1.1640694401227303 6.677645130193631, 1.1641548241108899 6.67775124949657, 1.1638479896721599 6.677997500610892)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5456,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 4,Salle des professeurs,Nsp,"MULTIPOLYGON (((1.1637488936498697 6.6782041139339805, 1.16374200285659 6.67822421829806, 1.1637415721820097 6.678248600185301, 1.1637501856736097 6.6782665657856395, 1.16376568995849 6.678275120833199, 1.16378722368749 6.678277687347428, 1.1638005745994708 6.67827255431895, 1.1638156482097692 6.678261860509428, 1.1638216776538903 6.6782473169281085, 1.1638221083284703 6.678228923574639, 1.1638173709080903 6.6782156632496195, 1.1638117721385504 6.6782066804485885, 1.1638001439248893 6.678197697647401, 1.1637850703145893 6.67819427562786, 1.1637652592839105 6.67819427562786, 1.1637488936498697 6.6782041139339805)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5457,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 5,Salle de classe,Nsp,"MULTIPOLYGON (((1.16303340717468 6.677979204454809, 1.1630316385860504 6.678098066996099, 1.1634077584347289 6.67811094864909, 1.1634130642006204 6.67800262564749, 1.16303340717468 6.677979204454809)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5458,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 1,Salle de classe,2020,"MULTIPOLYGON (((1.1684027777594501 6.67613590094447, 1.1682986434479399 6.6761343097414905, 1.1683122610117496 6.675908358866651, 1.1684099870579405 6.675919497292499, 1.1684027777594501 6.67613590094447)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5459,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 1,Salle de classe,2016,"MULTIPOLYGON (((1.1730850000000002 6.690624999999998, 1.173205000000001 6.690345, 1.17310333333333 6.690324999999998, 1.1730038199933595 6.69058879307058, 1.1730850000000002 6.690624999999998)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_545a,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 1,Salle de classe,2018,"MULTIPOLYGON (((1.1659577434466106 6.68259845068642, 1.1660015437301 6.682596379128981, 1.1659911150911706 6.68251282630513, 1.1659535719910397 6.68251075474734, 1.1659577434466106 6.68259845068642)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_545b,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 2 GB,Salle de classe,2004,"MULTIPOLYGON (((1.1656636356188395 6.682376687046341, 1.1656296875203302 6.6822740686434, 1.1659071763254898 6.682215429546339, 1.16592784038545 6.682304854166549, 1.1656636356188395 6.682376687046341)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_545c,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 1 Groupe A,Salle de classe,1971,"MULTIPOLYGON (((1.16541881586346 6.683291709068909, 1.1654248652105093 6.68339024418674, 1.1656365923571794 6.683356598051178, 1.1656474811818696 6.683252054686609, 1.16541881586346 6.683291709068909)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_545d,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 1,Salle de classe,2015,"MULTIPOLYGON (((1.16534461435127 6.68288231114967, 1.1653872052315402 6.682886156740099, 1.1653872052315402 6.682829571620709, 1.1653872052315402 6.682829571620709, 1.1653872052315402 6.682829571620709, 1.1653872052315402 6.682829571620709, 1.1653390830681198 6.682827923510339, 1.16534461435127 6.68288231114967)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_545e,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 3,Salle de classe,2011,"MULTIPOLYGON (((1.1653776785434196 6.68280726333056, 1.1653124094022405 6.682817701363261, 1.16528585924311 6.682594657037089, 1.16536495659218 6.682583669629229, 1.1653776785434196 6.68280726333056)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_545f,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 3,Salle de classe,1971,"MULTIPOLYGON (((1.165763493855691 6.6832192889272095, 1.1657659135945102 6.683344260311299, 1.1659969986517404 6.683343058663529, 1.1659933690435103 6.683221692223359, 1.165763493855691 6.6832192889272095)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5460,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 2,Salle des professeurs,2013,"MULTIPOLYGON (((1.1771120571881997 6.67075079072561, 1.1771289143242902 6.67083785439393, 1.1772064571503007 6.670826134285628, 1.1771778000189506 6.67072902480611, 1.1771120571881997 6.67075079072561)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5461,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 1,"Salle de classe, bureau",2018,"MULTIPOLYGON (((1.1756553495236692 6.677552940203401, 1.1756732755071801 6.67759353418514, 1.1755069223802004 6.677649796013908, 1.1755069223802004 6.677649796013908, 1.175495449750761 6.677607065511628, 1.1756553495236692 6.677552940203401)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5462,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment,Salle de classe,2017,"MULTIPOLYGON (((1.1773703904031 6.671060490584499, 1.1774041046752697 6.6711709943987, 1.17777496166924 6.671058816284089, 1.1777749616692303 6.670948312444578, 1.1773703904031 6.671060490584499)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5463,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 4,Salle de classe,2008,"MULTIPOLYGON (((1.1775066855951695 6.67063865832878, 1.1775066855951695 6.67063865832878, 1.177594342702831 6.670630286819479, 1.1775656855714798 6.670472902418009, 1.1774898284590802 6.67047625102282, 1.1775066855951695 6.67063865832878)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5464,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 1 Lpl,"Salle de classe, salle des professeurs",2020,"MULTIPOLYGON (((1.1671329211491603 6.67198109795969, 1.1671377466962904 6.67194275502601, 1.1672805828912907 6.671968636506569, 1.16726803646876 6.67201273087772, 1.1671329211491603 6.67198109795969)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5465,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 1 Cpl,Salle de classe,2018,"MULTIPOLYGON (((1.16729264675911 6.67203142305559, 1.1673428324492496 6.672056825244889, 1.1672762398988803 6.67229550990265, 1.167230397201151 6.67228256917117, 1.16729264675911 6.67203142305559)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_5466,Maritime,Zio,Zio 3,Agbélouvé,Bâtiment 2 EPL,Salle de classe,2019,"MULTIPOLYGON (((1.16704066409969 6.672249074548718, 1.1670242572394494 6.672282624594871, 1.1672737380260008 6.6723621861237, 1.16728049379198 6.672306588912141, 1.16704066409969 6.672249074548718)))"
