FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,batiment_nom,batiment_fonction,batiment_annee,geometry
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a25,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,Salle de classe,1965,"MULTIPOLYGON (((1.143571408406189 8.97420071705138, 1.1433147765504845 8.974212345048583, 1.1433147765504845 8.974212345048583, 1.143311244919443 8.974133856060233, 1.143565051470313 8.97412080188214, 1.143571408406189 8.97420071705138)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a26,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 2,Salle de classe,1975,"MULTIPOLYGON (((1.1436176858911375 8.973684478567426, 1.143617178752299 8.973766130393031, 1.1435776219229523 8.973767132255814, 1.1435720433957384 8.973787169510766, 1.1433134025884675 8.97379969279455, 1.1433098526166023 8.973701510238094, 1.1436176858911375 8.973684478567426)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a27,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,"Salle de classe, bureau",2012,"MULTIPOLYGON (((1.1436297388237509 8.973793104930477, 1.143627933567757 8.973688255149591, 1.1439184945651342 8.973680125022673, 1.143920784394839 8.973785864270091, 1.1436297388237509 8.973793104930477)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a28,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 2,"Salle des professeurs, bibliothèque",2006,"MULTIPOLYGON (((1.1416556804651379 8.970786353593374, 1.1416610096280861 8.970680196718627, 1.1417764748253187 8.970681951377964, 1.1417711456623707 8.970788108252195, 1.1416556804651379 8.970786353593374)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a29,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 4,Salle de classe,1983,"MULTIPOLYGON (((1.1419898448575068 8.969961555909629, 1.141999315306633 8.969861578313331, 1.14165364391352 8.969856316333816, 1.1416530520104489 8.969960386581175, 1.1419898448575068 8.969961555909629)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a2a,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,"Salle de classe, administration",1977,"MULTIPOLYGON (((1.1414602351191365 8.9707800786698, 1.1414618190469774 8.97072375474941, 1.1411099672848988 8.970704181918661, 1.1411135237400254 8.970788492787364, 1.1414602351191365 8.9707800786698)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a2b,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 5,Salle de classe,1979,"MULTIPOLYGON (((1.1415262765255854 8.96988355908955, 1.1412160653761596 8.969865345467372, 1.1412171500305286 8.969946771065324, 1.141518683945006 8.969961770515583, 1.1415262765255854 8.96988355908955)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a2c,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 3,Salle de classe,2006,"MULTIPOLYGON (((1.1417950866211504 8.970786859870087, 1.1417936849727923 8.970677945589626, 1.1419623499919145 8.970678407090888, 1.1419553417501231 8.970786859870087, 1.1417950866211504 8.970786859870087)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a2d,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 5,Salle de classe,Nsp,"MULTIPOLYGON (((1.1421297540484021 8.981361408653868, 1.1421346511155426 8.981143051456437, 1.1421983129883762 8.981145124468423, 1.1421962142453153 8.98136071765029, 1.1421297540484021 8.981361408653868)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a2e,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 5,Salle de classe,Nsp,"MULTIPOLYGON (((1.1393874873426535 8.982497129044964, 1.1394352837045372 8.982533693799084, 1.1395097897980608 8.982428165131585, 1.1394474670909005 8.982396228818258, 1.1393874873426535 8.982497129044964)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a2f,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,"Salle de classe, bureau",2002,"MULTIPOLYGON (((1.1394353015444592 8.98253328285278, 1.1393843111846336 8.982490000416949, 1.1394464556856712 8.982399500761682, 1.1395046165648473 8.982439635394194, 1.1394353015444592 8.98253328285278)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a30,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 4,Salle de classe,2002,"MULTIPOLYGON (((1.1390108657295968 8.982552962427684, 1.1391457936939076 8.982389114752666, 1.1390862666508303 8.98234129316848, 1.1389822927489206 8.982474566420168, 1.1389680062585805 8.982465942858308, 1.1389370521961806 8.982509844625651, 1.1390108657295968 8.982552962427684)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a31,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 2,Salle de classe,1994,"MULTIPOLYGON (((1.1424000905326235 8.98155521802818, 1.1424704346184358 8.981550541383863, 1.142465023534912 8.98174094756809, 1.142394003063659 8.981736939017871, 1.1424000905326235 8.98155521802818)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a32,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 3,Salle de classe,1994,"MULTIPOLYGON (((1.1423049345432643 8.981725097993502, 1.1423057871224134 8.981647622486859, 1.1423808140875182 8.981650990987493, 1.14237910892922 8.981726782243465, 1.1423049345432643 8.981725097993502)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a33,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 2,Salle des professeurs,Nsp,"MULTIPOLYGON (((1.1392654514062335 8.982644787360474, 1.1393458350367702 8.982555464846989, 1.1393458350367702 8.982555464846989, 1.1394086347481267 8.9826026072874, 1.1394086347481267 8.9826026072874, 1.1393307631060436 8.982689448608957, 1.1392654514062335 8.982644787360474)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a34,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 3,"Salle de classe, dépôt/magasin",Nsp,"MULTIPOLYGON (((1.139024376387576 8.982560616470337, 1.1392521202003063 8.982754178685028, 1.1392521202003063 8.982754178685028, 1.13931567661316 8.982686170351105, 1.13931567661316 8.982686170351105, 1.1390905809843 8.982495223806877, 1.139024376387576 8.982560616470337)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a35,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 7,"Salle de classe, bureau",2002,"MULTIPOLYGON (((1.1503576957459924 8.968506533696655, 1.150358691657677 8.968423408008293, 1.1501849050689286 8.968435212840939, 1.1501878928039788 8.96851440358332, 1.1503576957459924 8.968506533696655)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a36,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,Salle de classe,Nsp,"MULTIPOLYGON (((1.1423845496680056 8.981538577534849, 1.1424723863212856 8.981536098687375, 1.1424723863212856 8.981536098687375, 1.142472386321286 8.981396043777647, 1.142472386321286 8.981396043777647, 1.1423883140960034 8.98140100147449, 1.1423845496680056 8.981538577534849)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a37,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 4,Administration,Nsp,"MULTIPOLYGON (((1.1423355944486224 8.981397676687545, 1.1422980317221623 8.981396887279613, 1.1422980317221623 8.981396887279613, 1.1422996301360544 8.981460039908827, 1.1422996301360544 8.981460039908827, 1.1423355944486213 8.981459250501032, 1.1423355944486224 8.981397676687545)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a38,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 2,Salle de classe,Nsp,"MULTIPOLYGON (((1.1561516450469755 8.977892286729986, 1.1562159418593836 8.977866452523685, 1.1561916035179638 8.977793255595849, 1.1561233108584565 8.977822319083673, 1.1561516450469755 8.977892286729986)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a39,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 2,Salle de classe,2012,"MULTIPOLYGON (((1.1433767924838587 8.96966195147233, 1.143373805204048 8.96960514955988, 1.1435649911119647 8.96959187118945, 1.1435687252117286 8.969647935416836, 1.1433775393038124 8.969661213785212, 1.1433723115641419 8.96960588724711, 1.1433767924838587 8.96966195147233)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a3a,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 2,Salle de classe,2002,"MULTIPOLYGON (((1.137506678176339 8.98951477214755, 1.1375649217977435 8.98954242994082, 1.1376881294584098 8.989296828662686, 1.137629885837004 8.98926917085066, 1.137506678176339 8.98951477214755)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a3b,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 3,Salle de classe,2002,"MULTIPOLYGON (((1.1375952509654896 8.989524513119147, 1.1376490143083275 8.989409456679569, 1.137697177302951 8.989431582920787, 1.1376411738208283 8.989544426729976, 1.1375952509654896 8.989524513119147)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a3c,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 4,Salle de classe,2002,"MULTIPOLYGON (((1.1376559856916735 8.989537284992103, 1.137718709591649 8.989561623848775, 1.1378094352326837 8.989381295008206, 1.137739990914854 8.989359168763912, 1.1376559856916735 8.989537284992103)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a3d,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,"Salle de classe, bureau",Nsp,"MULTIPOLYGON (((1.1376410958143213 8.989261328070935, 1.137815638963396 8.989350628441521, 1.137903538390986 8.989201794478307, 1.1377239724174795 8.989108773220241, 1.1376410958143213 8.989261328070935)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a3e,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 5,Salle de classe,Nsp,"MULTIPOLYGON (((1.1378774924669897 8.98917091496955, 1.1378881043601046 8.989153041566441, 1.137964013813973 8.989194940548025, 1.1379539669744911 8.989213133525357, 1.1378520955804345 8.98940470623744, 1.1377610978896895 8.989357893740122, 1.1377753162788684 8.989337296239384, 1.1378141798759576 8.9893560212401, 1.137912760707596 8.98919124120056, 1.137912760707596 8.98919124120056, 1.1378774924669897 8.98917091496955)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a3f,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,"Salle de classe, bureau",2021,"MULTIPOLYGON (((1.1364920700131518 8.99144346247441, 1.1364920700131518 8.991387880005803, 1.1366661024954943 8.991375528344951, 1.1366650603848227 8.991435228035153, 1.1366681867168402 8.991430081510527, 1.1364920700131518 8.99144346247441)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a40,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 2,Bureau,2016,"MULTIPOLYGON (((1.1363625311582675 8.991491243449707, 1.1363605831371792 8.991452120427608, 1.1364449973843316 8.991452120427608, 1.136443698703606 8.99148931936675, 1.1363625311582675 8.991491243449707)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a41,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 2,"Salle de classe, dépôt/magasin",1946,"MULTIPOLYGON (((1.1366908924276704 8.991411261593091, 1.1366850279448002 8.991320030985333, 1.137102872349315 8.991291068882825, 1.1371072707114682 8.991380851393057, 1.1366908924276704 8.991411261593091)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a42,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,"Salle de classe, bureau",2000,"MULTIPOLYGON (((1.137921063354993 8.989296418030188, 1.138049125389894 8.989321558723777, 1.138049125389894 8.989321558723777, 1.1380992366209415 8.989206854295091, 1.1380992366209415 8.989206854295091, 1.1379719700024062 8.989184070534384, 1.137921063354993 8.989296418030188)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a43,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 3,Salle de classe,2021,"MULTIPOLYGON (((1.1364909223196484 8.991607324285289, 1.1364822761370188 8.991536564843408, 1.1364822761370188 8.991536564843408, 1.1366848438443757 8.99152802490983, 1.1366848438443757 8.99152802490983, 1.1366848438443762 8.991600004343669, 1.1364909223196484 8.991607324285289)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a44,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 5,Dépôt/magasin,2021,"MULTIPOLYGON (((1.1364360524927524 8.991899201080448, 1.1365176902898584 8.991893153492514, 1.1365176902898584 8.991893153492514, 1.1365095265101468 8.991800423798132, 1.1365095265101468 8.991800423798132, 1.136436052492752 8.99180647138762, 1.1364360524927524 8.991899201080448)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a45,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,"Salle de classe, bureau",1946,"MULTIPOLYGON (((1.1367440166776115 8.990941295695293, 1.1367363549731095 8.99085237678849, 1.1367363549731095 8.99085237678849, 1.1370677236928217 8.990816430841239, 1.1370677236928217 8.990816430841239, 1.137075385397325 8.990897782190437, 1.1367440166776115 8.990941295695293)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a46,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 4,Salle de classe,2014,"MULTIPOLYGON (((1.1367937169182671 8.99186413978196, 1.1367937169182671 8.991773134252513, 1.1365237919727789 8.991801333151406, 1.1365341737014507 8.991887211602695, 1.1367937169182671 8.99186413978196)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a47,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 3,Salle de classe,1946,"MULTIPOLYGON (((1.1368507150215326 8.99164449568937, 1.1368567840360286 8.991740406608598, 1.1371374759564838 8.991708935841025, 1.1371268551811158 8.991610027696568, 1.1368507150215326 8.99164449568937)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a48,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,Salle de classe,2000,"MULTIPOLYGON (((1.136241233576319 8.991043557588112, 1.1361312555705743 8.991061129550959, 1.1362121217512684 8.991407776280028, 1.1363285690514693 8.991382217085532, 1.136241233576319 8.991043557588112)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a49,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 3,Salle de classe,2018,"MULTIPOLYGON (((1.1432914155682603 8.969643544348521, 1.1433555826726074 8.96964307830139, 1.1433456745167885 8.969442211930795, 1.1432810355954988 8.969443144025586, 1.1432914155682603 8.969643544348521)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a4a,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 4,Salle de classe,2018,"MULTIPOLYGON (((1.143277912612209 8.969437715413784, 1.1435024853307325 8.969429579965158, 1.1435057797960413 8.969354733829233, 1.1432751672244532 8.969367208186293, 1.143277912612209 8.969437715413784)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a4b,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,Salle de classe,2014,"MULTIPOLYGON (((1.143601646987003 8.96980136629269, 1.1436597035652531 8.969805380553568, 1.1436515756442978 8.969589470601845, 1.1435862619937678 8.969595778729747, 1.143601646987003 8.96980136629269)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a4c,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 2,"Salle de classe, bureau",2021,"MULTIPOLYGON (((1.145472405382326 8.984524592578849, 1.1454938007528082 8.98454513841555, 1.1453499763178974 8.984618516394258, 1.1453499763178974 8.984618516394258, 1.1453499763178974 8.984618516394258, 1.1453392786326575 8.98458681710928, 1.145472405382326 8.984524592578849)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a4d,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,Salle de classe,Nsp,"MULTIPOLYGON (((1.1453758301340815 8.984788981763835, 1.145321194883876 8.984822086260408, 1.1452206476587086 8.984580378017212, 1.1452729873101661 8.984559064149384, 1.1453758301340815 8.984788981763835)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a4e,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,Salle de classe,1938,"MULTIPOLYGON (((1.1353070198609823 8.989593425043148, 1.1352730615742805 8.989522150053823, 1.135009884852341 8.98964478495323, 1.1350449043355013 8.98971501175727, 1.1353070198609823 8.989593425043148)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a4f,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 2,Salle de classe,1938,"MULTIPOLYGON (((1.1355723739371568 8.989473565823667, 1.1355411305582066 8.98940439770656, 1.1353278136950344 8.989506553690253, 1.1353633665055616 8.989575721787848, 1.1355723739371568 8.989473565823667)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a50,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 3,Salle de classe,1938,"MULTIPOLYGON (((1.135435462331115 8.98919693224203, 1.1354061017097887 8.989117841300171, 1.1351858970498478 8.989228568613937, 1.1352165922448683 8.989305023167974, 1.135435462331115 8.98919693224203)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a51,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 6,Salle des professeurs,Nsp,"MULTIPOLYGON (((1.1495837238294018 8.964595166269344, 1.1495650858600635 8.964581600782562, 1.149559200185535 8.964555438770907, 1.149559200185535 8.964555438770907, 1.1495798000463844 8.964542842246107, 1.149614133147798 8.964545749136482, 1.149625904496855 8.964569004258669, 1.1496190378765716 8.96459225937936, 1.1495837238294018 8.964595166269344)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a52,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 4,"Salle de classe, bureau",1938,"MULTIPOLYGON (((1.1351943370045021 8.989303428518229, 1.1351638544532419 8.989225877214, 1.1348811980688396 8.989366381917685, 1.134912604333773 8.989437546616932, 1.1349183511487595 8.989442767768457, 1.1351943370045021 8.989303428518229)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a53,Kara,Bassar,Bassar 1,Bassar,Bâtiment 2,N/a,Nsp,"MULTIPOLYGON (((0.7599510071948257 9.184495740424717, 0.7598919044657247 9.184497186995015, 0.7598909275611114 9.184421000951284, 0.759951984099439 9.184421965331689, 0.7599510071948257 9.184495740424717)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a54,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,"Salle de classe, bureau",1995,"MULTIPOLYGON (((1.1353317300161534 8.989069435162826, 1.135298166405164 8.988987091382526, 1.1350924539507126 8.989085476156813, 1.135131431047345 8.989165681116074, 1.1353317300161534 8.989069435162826)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a55,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,Salle de classe,Nsp,"MULTIPOLYGON (((1.1351053788463554 8.988862253046639, 1.13515436798851 8.988842091590525, 1.1350747606325065 8.988662654581633, 1.1350247508832236 8.988685840267554, 1.1351053788463554 8.988862253046639)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a56,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 2,"Salle de classe, non fonctionnel",2016,"MULTIPOLYGON (((1.1381716427244313 8.97563214646133, 1.1382189373813216 8.975615755049189, 1.1381791103018368 8.97550183471436, 1.138132645375767 8.975534617548194, 1.1381724724552535 8.975631326890738, 1.1382197671121441 8.975616574619812, 1.1381716427244313 8.97563214646133)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a57,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,N/a,2015,"MULTIPOLYGON (((1.1381238231649675 8.975533548984197, 1.1381255879012202 8.975430704467904, 1.1379508790122 8.97551088833057, 1.1379808795284962 8.975615475950887, 1.1381273526374729 8.975530062729884, 1.1381238231649675 8.975533548984197)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a58,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 3,"Salle de classe, non fonctionnel",2015,"MULTIPOLYGON (((1.138050721497244 8.975671000136998, 1.1380249414323442 8.975614535638542, 1.1381235782023909 8.975546999658256, 1.138157204373998 8.975642214315355, 1.1380496006248564 8.975671000136996, 1.1380249414323451 8.975615642785657, 1.138050721497244 8.975671000136998)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a59,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,Salle de classe,Nsp,"MULTIPOLYGON (((1.138643091152325 8.975966084591022, 1.1387515283829268 8.975957051276914, 1.1387406411107772 8.975836607067277, 1.1386269779895453 8.975851232437725, 1.138643091152325 8.975966084591022)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a5a,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 2,Cantine,1995,"MULTIPOLYGON (((1.1350143622552937 8.989279472269136, 1.1351020897763127 8.989244587196106, 1.1351020897763127 8.989244587196106, 1.1350667709042144 8.989168065088645, 1.1350667709042144 8.989168065088645, 1.1349813220201053 8.989206326144396, 1.1350143622552937 8.989279472269136)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a5b,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 2,Salle de classe,Nsp,"MULTIPOLYGON (((1.145266994539235 8.985072381458686, 1.1453379361536253 8.985054863684669, 1.1453438479548244 8.985118299256255, 1.145271294031014 8.985132366557242, 1.145266994539235 8.985072381458686)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a5c,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 3,Salle de classe,1978,"MULTIPOLYGON (((1.1489384164026024 8.964049153814688, 1.1492812953488654 8.964016160045391, 1.1492826586846354 8.964141401684365, 1.1489472780851113 8.964164968654615, 1.1489384164026024 8.964049153814688)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a5d,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment,"Salle de classe, bureau",1976,"MULTIPOLYGON (((1.1452415196269026 8.985083865246539, 1.1453416164387795 8.985049470293308, 1.1453416164387795 8.985049470293308, 1.1453209210858986 8.984948049472807, 1.1452035147570472 8.984999152990563, 1.1452035147570472 8.984999152990563, 1.1452415196269026 8.985083865246539)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a5e,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,"Salle de classe, bureau, dépôt/magasin",Nsp,"MULTIPOLYGON (((1.138143816168379 8.976672470549335, 1.1381319361549282 8.976643134282027, 1.1380979932593551 8.976656545147378, 1.138084416101126 8.976605416220576, 1.1380725360876753 8.976609607116478, 1.1380581103570577 8.97655344910725, 1.1381624847609444 8.976523274650935, 1.13816757619528 8.976541714596761, 1.1382167933938614 8.976527465547795, 1.1382507362894336 8.976636428849169, 1.138143816168379 8.976672470549335)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a5f,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,Salle de classe,2015,"MULTIPOLYGON (((1.1448835890616664 8.98944767466377, 1.144880623436698 8.989384696888461, 1.1447056515635539 8.989424241074232, 1.1447145484384593 8.9894798958469, 1.1448835890616664 8.98944767466377)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a60,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,Salle de classe,2019,"MULTIPOLYGON (((1.1421129383338224 8.988276967615235, 1.1421223086908603 8.988025532092035, 1.142197271547165 8.988017819343167, 1.1421879011901268 8.988275425066545, 1.1421129383338224 8.988276967615235)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a61,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 2,N/a,Nsp,"MULTIPOLYGON (((1.1420044580620365 8.988239223234078, 1.1420688376329033 8.988245004053796, 1.1420710886668493 8.988130276999016, 1.142011661370664 8.988131611034746, 1.1420044580620365 8.988239223234078)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a62,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 1,Salle de classe,Nsp,"MULTIPOLYGON (((1.1420982765925516 8.988119293142642, 1.1420244426791109 8.98811440167811, 1.1420298451605828 8.988015238337448, 1.1421054799011803 8.988018351088469, 1.1420982765925516 8.988119293142642)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a63,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 2,Salle de classe,2015,"MULTIPOLYGON (((1.1446501129175897 8.989355923586789, 1.1448227872191434 8.989347588269684, 1.1448130499464997 8.989303346967985, 1.1446527095236279 8.989307835216229, 1.1446527095236279 8.989307835216229, 1.1446501129175897 8.989355923586789)))"
_mview_educ_batiments_etablissement_scolaire.fid--c72d8f_193da93a8bb_7a64,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Bâtiment 5,Dépôt/magasin,2014,"MULTIPOLYGON (((1.176982617007482 8.953120119454308, 1.177026792541861 8.953120119454308, 1.1770150123993588 8.953077936728597, 1.1769737819006065 8.953076482151761, 1.176982617007482 8.953120119454308)))"
