FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,etablissement_nom,etab_adr,ouverture_jour,etablissement_categorie,terrain,inspection_tutelle,terrain_sport,ministere_tutelle,geometry
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1415,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Adetikope adida,IEG Jardin,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Agoè-Nyivé-Est,Non,MEPSTA,POINT (1.2243127197655812 6.331959697615266)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1414,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Awougnonkope,CS La Solution Jardin,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Agoè-Nyivé-Est,Non,MEPSTA,POINT (1.2171904900763701 6.309891326558168)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1413,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Adetikope,JEP Adetikope Centrale,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Agoè-Nyivé-Est,Oui,MEPSTA,POINT (1.2183428084383123 6.319595550086161)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1412,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Nsp,CSPL Pie Jardin,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Agoè-Nyivé-Est,Non,MEPSTA,POINT (1.2143334454281203 6.355635184890701)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1411,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Adetikope,Complexe Prive Laique Astuce Annexe,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Agoè-Nyivé-Est,Non,MEPSTA,POINT (1.220005462986469 6.319382556020933)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1410,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Adetikope,CS Ma Passion JEL,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Agoè-Nyivé-Est,Non,MEPSTA,POINT (1.2068343320224837 6.330033835910204)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-140f,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Savi kpota,CPL Etoile Brillante Jardin,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Agoè-Nyivé-Est,Non,MEPSTA,POINT (1.2110182918730528 6.344863424434179)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-140e,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Doutikope,CS L'excellence JEL,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Agoè-Nyivé-Est,Non,MEPSTA,POINT (1.211745423477107 6.3395096016129315)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-140d,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Agave,CS Cours Des Elites JE,Complexe scolaire COURS DES ELITES d'AGNAVE,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Agoè-Nyivé-Est,Oui,MEPSTA,POINT (1.2009070290656507 6.333353323337645)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-140c,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Akplome,CS Rabbi CIty JEPL,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Agoè-Nyivé-Est,Non,MEPSTA,POINT (1.2350366666666672 6.327526666666663)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-140b,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Novissi,JEP Adetikope Novissi,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Agoè-Nyivé-Est,Non,MEPSTA,POINT (1.203451406345353 6.320470401385249)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-140a,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Bayeme,CS Innova Jardin,Bayeme,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Agoè-Nyivé-Est,Non,MEPSTA,POINT (1.214276520209001 6.3152373250545795)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1409,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Devime,CS La Grace Divine JE,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Agoè-Nyivé-Est,Oui,MEPSTA,POINT (1.207174567016415 6.354805219856082)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1408,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Devime,CS La Sage Agreee Jardin d'enfants,028BP87,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Agoè-Nyivé-Est,Oui,MEPSTA,POINT (1.2074441344314593 6.350433137223743)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1407,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Adoglove,EPL Anna Maria Vighetto JEL,Nsp,"{Mercredi,Lundi,Mardi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Agoè-Nyivé-Est,Non,MEPSTA,POINT (1.2148850380489427 6.342859997196442)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1406,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Adetikope,CS Prince Kpodar JEL,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Agoè-Nyivé-Est,Non,MEPSTA,POINT (1.212299928360989 6.326918778230478)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1405,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Adoglove,Complexe Scolaire Saint Patrice JE,Complexe scolair SAINT PATRICE ADOGLOVE,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Agoè-Nyivé-Est,Oui,MEPSTA,POINT (1.2275094308934877 6.347828573484672)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1404,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Agoute,CSPL Bernard B. Dadie 2 JEPL,BP 3412,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Nsp,IEPP Agoè-Nyivé-Est,Non,MEPSTA,POINT (1.231869135068531 6.314861351303154)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1403,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Akplome,CS Shammah JEPL,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Nsp,IEPP Agoè-Nyivé-Est,Non,MEPSTA,POINT (1.233364283099931 6.32525797509204)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1402,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Kpotave,CS Mon Parcours JEPL,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Agoè-Nyivé-Est,Non,MEPSTA,POINT (1.2318516435105613 6.30585710029501)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1401,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Adeticope,CS Astuce JEPL,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Agoè-Nyivé-Est,Non,MEPSTA,POINT (1.2299700000000007 6.316098333333331)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1400,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Ahlihame,CS Geni Destin JEPL,19BP338,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Nsp,IEPP Agoè-Nyivé-Est,Non,MEPSTA,POINT (1.2368512134581662 6.331188958142529)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13ff,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Adetikope akplome,CS La Volonte Jardin,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - entreprise,IEPP Agoè-Nyivé-Est,Non,MEPSTA,POINT (1.2286833333333333 6.326816666666669)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13fe,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Kpotave,CS Mariama-ba Jardin,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Agoè-Nyivé-Est,Non,MEPSTA,POINT (1.2347200467475294 6.302704951415343)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13fd,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Amlakope,CS JEsus Le Sauveur Jardin,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Agoè-Nyivé-Est,Non,MEPSTA,POINT (1.2262874707999079 6.358344153095584)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13fc,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Gakpogodo,JEP Kpotave,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Agoè-Nyivé-Est,Non,MEPSTA,POINT (1.2308018096891495 6.301350603323284)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13fb,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Kladzeme,CS La Voix De Dieu Jardin,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Agoè-Nyivé-Est,Non,MEPSTA,POINT (1.2427184987498165 6.31385582904652)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13fa,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Kpokpome,JEL La Volonte De Dieu,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Agoè-Nyivé-Est,Non,MEPSTA,POINT (1.2279716539152687 6.314133473706103)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13f9,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Agoute,IS Alpha Reference 1 Jardin,Nsp,"{Lundi,Mardi,Mercredi,Vendredi,Jeudi}",Jardin (maternelle),Prive - individuel,IEPP Agoè-Nyivé-Est,Non,MEPSTA,POINT (1.2359101117221558 6.313246624496737)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13f8,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Agnave,CS Le Premier Jardin,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Agoè-Nyivé-Est,Non,MEPSTA,POINT (1.195388234967429 6.333804984033147)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13f7,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Agnave,JEP Agnave,S/C Inspection AGOE NIYEVE EST,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Agoè-Nyivé-Est,Non,MEPSTA,POINT (1.1973657438158347 6.330105897452341)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13f6,Maritime,Avé,Avé 1,Kévé,Yometchin,JEP Yometchin,BP04,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Avé,Non,MEPSTA,POINT (1.008859903647665 6.4816848207761835)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13f5,Maritime,Avé,Avé 1,Kévé,Agbozome,JEP Agbozome,BP04,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Avé,Non,MEPSTA,POINT (0.9967643384969297 6.469552938117574)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13f4,Maritime,Avé,Avé 1,Kévé,Zogbepime,JEP Zogbepime,BP04,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Avé,Non,MEPSTA,POINT (0.9803999999999987 6.445859999999978)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13f3,Maritime,Avé,Avé 1,Kévé,Anyron,JEC Saint Joseph De Anyron,BP04,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - entreprise,IEPP Avé,Non,MEPSTA,POINT (0.9824733333333336 6.5145783333333265)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13f2,Maritime,Avé,Avé 1,Kévé,Agnron,JEP Agnron,S/CBP04,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),autre,IEPP Avé,Non,MEPSTA,POINT (0.9849851042151885 6.51374953920544)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13f1,Maritime,Avé,Avé 1,Kévé,Badjamodji,Jardin d'enfant Méthodiste De Keve,98520263,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - entreprise,IEPP Avé,Non,MEPSTA,POINT (0.9338268966714848 6.423810254626736)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13f0,Maritime,Avé,Avé 1,Kévé,Latin,Jardin d'enfant Catholique De Keve,BP 04,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Avé,Non,MEPSTA,POINT (0.9234605794085216 6.433723875167965)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13ef,Maritime,Avé,Avé 1,Kévé,Apeyeme,JEP Apeyeme,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Avé,Non,MEPSTA,POINT (0.9219422542679298 6.44087762166325)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13ee,Maritime,Avé,Avé 1,Kévé,Keve,JEP Centrale De Keve,S/C BP 04,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Avé,Non,MEPSTA,POINT (0.9313730058524924 6.4288509106306995)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13ed,Maritime,Vo,Vo 4,Akoumapé,Tota,JE Shalom,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Vo-Sud,Non,MEPSTA,POINT (1.4489916267500387 6.382951831663025)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13ec,Maritime,Avé,Avé 1,Assahoun,Citee de dieu,JEP Assahoun C,BP04,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Nsp,IEPP Avé,Non,MEPSTA,POINT (0.9051021066049817 6.460039348035513)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13eb,Maritime,Avé,Avé 1,Assahoun,Atti-touwui,JEP Atti-touwui,BP04,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Avé,Non,MEPSTA,POINT (0.8928125852180588 6.518548731770602)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13ea,Maritime,Avé,Avé 1,Assahoun,Nyekonakpoe,JEP Assahoun F,BP04,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - entreprise,IEPP Avé,Non,MEPSTA,POINT (0.913102345202205 6.459450371043867)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13e9,Maritime,Avé,Avé 1,Assahoun,Dzegbakondzi,JEP Dzegbakondzi,BP04,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Avé,Non,MEPSTA,POINT (0.8718078342691222 6.470422520591737)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13e8,Maritime,Avé,Avé 1,Assahoun,Adjanou apedome,JEEP D Assahoun,BP378,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Avé,Non,MEPSTA,POINT (0.9092683333333331 6.45563)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13e7,Maritime,Avé,Avé 1,Assahoun,Lom nava,JEP Assahoun B 1,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Avé,Non,MEPSTA,POINT (0.9193720173965981 6.454989322716837)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13e6,Maritime,Avé,Avé 1,Assahoun,Assahoun,JEC Marie Reine D Assahoun,Néant,"{Lundi,Mardi,Mercredi,Vendredi,Jeudi}",Jardin (maternelle),autre,IEPP Avé,Non,MEPSTA,POINT (0.9153905986419955 6.455390342760312)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13e5,Maritime,Avé,Avé 1,Assahoun,Apeyeme,JEL Caplan,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Avé,Non,MEPSTA,POINT (0.9184931688318886 6.444464890867076)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13e4,Maritime,Avé,Avé 1,Assahoun,Assahoun,JEP Assahoun A,S/C BP04 KEVE,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Avé,Non,MEPSTA,POINT (0.9098077289472118 6.451457898260715)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13e3,Maritime,Bas-Mono,Bas-Mono 2,Attitogon,Tannou,JEP Tannou,Nsp,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Bas-Mono,Non,MEPSTA,POINT (1.643309988074009 6.375471128656006)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13e2,Maritime,Avé,Avé 1,Assahoun,Atti-apedokoe,JEP Atti-apedokoe,BP04,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Avé,Non,MEPSTA,POINT (0.8989233333333345 6.445634999999986)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13e1,Maritime,Avé,Avé 1,Tovégan,Maku-mavo,JEP Maku-mavo,S/C BP04 KEVE,"{Mardi,Lundi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Avé,Non,MEPSTA,POINT (0.9406000746502655 6.655947955958475)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13e0,Maritime,Avé,Avé 1,Tovégan,Bakakope,JEP Bakakope,BP04 S/C,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Avé,Non,MEPSTA,POINT (0.8951356473802417 6.656051212603774)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13df,Maritime,Avé,Avé 1,Tovégan,Foguegue,JEP Foguegue,BP04,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Avé,Non,MEPSTA,POINT (0.8899133333333347 6.602491666666648)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13de,Maritime,Avé,Avé 1,Tovégan,Kpota,JEP Tovegan,BP04,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Avé,Non,MEPSTA,POINT (0.8903549999999998 6.563216666666653)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13dd,Maritime,Avé,Avé 1,Tovégan,Agbessia,JEP Agbessia,BP04,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Avé,Non,MEPSTA,POINT (0.9171614621523757 6.570232044044957)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13dc,Maritime,Golfe,Golfe 4,Amoutivé,Kodjoviakope,Olinga School The Home Of Children JE,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Lomé Sud,Non,MEPSTA,POINT (1.207178320177348 6.121361276472064)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13db,Maritime,Avé,Avé 1,Tovégan,Hekpe,JEP Hekpe,BP04,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Avé,Non,MEPSTA,POINT (0.921902311606708 6.620237495720181)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13da,Maritime,Avé,Avé 1,Tovégan,Atti-atovou,JEP Atti-atovou,S/C BP 04 KEVE,"{Lundi,Mercredi,Mardi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Avé,Non,MEPSTA,POINT (0.864088951197725 6.551025120020584)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13d9,Plateaux,Agou,Agou 2,Agotimé-Nord,Doglobo,JEDIL Doglobo,BP 43,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Agou,Non,MEPSTA,POINT (0.8018492990683801 6.6708330807408185)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13d8,Maritime,Avé,Avé 1,Tovégan,Tsivie,Jardin d'enfant Catholique Tovegan,S/C BP348,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - entreprise,IEPP Avé,Non,MEPSTA,POINT (0.8969338410164222 6.571093027960335)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13d7,Maritime,Avé,Avé 1,Tovégan,Banikope,JEDIL Banikope,Nsp,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Avé,Oui,MEPSTA,POINT (0.904004210465063 6.68802291351328)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13d6,Maritime,Avé,Avé 1,Tovégan,Koudassi-gare,JEP Koudassi-gare,BP04,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Avé,Non,MEPSTA,POINT (0.8684029318173099 6.622275310841863)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13d5,Maritime,Avé,Avé 1,Ando,Agbadzanakin,JEP Agbadzanakin,BP04,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Avé,Non,MEPSTA,POINT (0.8253469652641923 6.4819254198483005)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13d4,Maritime,Avé,Avé 1,Ando,Ando-yoto,JEP Yoto,BP04,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Avé,Non,MEPSTA,POINT (0.8553983333333339 6.473453333333321)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13d3,Maritime,Avé,Avé 1,Ando,Adekpui,JEP Adekpui,BP04,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Avé,Non,MEPSTA,POINT (0.8120852768156342 6.486698527793433)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13d2,Maritime,Avé,Avé 1,Ando,Agotime-batoume,JEP Agotime-batoume,BP04,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Avé,Non,MEPSTA,POINT (0.7569939344292931 6.475271047145477)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13d1,Maritime,Avé,Avé 1,Ando,Akatikope,JEP Akatikope,S/C BP04 KEVE,"{Lundi,Vendredi,Mardi,Mercredi,Jeudi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Avé,Non,MEPSTA,POINT (0.8445198755650605 6.432577405305346)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13d0,Maritime,Avé,Avé 1,Ando,Nyanyame,JEP Nyanyame,S/C BP 04,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Avé,Non,MEPSTA,POINT (0.7732825441206214 6.504333680569576)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13cf,Maritime,Avé,Avé 1,Edzi,Ando-kpegbe,JEP Ando-kpegbe,S/C BP04 KEVE,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),autre,IEPP Avé,Non,MEPSTA,POINT (0.8176759027634253 6.448320950766535)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13ce,Maritime,Avé,Avé 1,Ando,Yokoutikpota,JEP Yokoutikpota,S/C BP04,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Avé,Non,MEPSTA,POINT (0.7788057068146621 6.47738035805567)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13cd,Maritime,Avé,Avé 1,Zolo,Vodome,JEP Vodome,BP 04,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Avé,Non,MEPSTA,POINT (0.9249781766049584 6.353454072124595)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13cc,Maritime,Avé,Avé 1,Zolo,Tsiviepe,JEP Tsiviepe,S/C IEPP AVE,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Avé,Non,MEPSTA,POINT (0.9182020931806608 6.4055691994452)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-13cb,Maritime,Avé,Avé 1,Edzi,Edzi,JEP Edzi,BP04,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Avé,Non,MEPSTA,POINT (0.8715447521421358 6.382935493386144)
